frame_index,angry,calm,disgust,fear,happy,neutral,sad,surprise
41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,0.07576286792755127,0.0,0.09389864653348923,0.3536973297595978,0.0494992621243,0.3737764060497284,0.05336545407772064,0.0
121.0,0.06071377173066139,0.0,0.13069047033786774,0.22773630917072296,0.20210227370262146,0.24341563880443573,0.13534153997898102,0.0
122.0,0.13118614256381989,0.0,0.13821309804916382,0.032479118555784225,0.07383600622415543,0.24266904592514038,0.38161659240722656,0.0
123.0,0.04528113827109337,0.0,0.4097549319267273,0.06309936940670013,0.12293180078268051,0.27364641427993774,0.08528639376163483,0.0
124.0,0.09250153601169586,0.0,0.30387040972709656,0.10743241757154465,0.1427992731332779,0.2492092102766037,0.10418715327978134,0.0
125.0,0.06596428155899048,0.0,0.15580423176288605,0.153298020362854,0.09320564568042755,0.329585462808609,0.20214229822158813,0.0
126.0,0.02833113819360733,0.0,0.48421162366867065,0.12518304586410522,0.14440390467643738,0.10985977947711945,0.10801056772470474,0.0
127.0,0.10409115254878998,0.0,0.2552459239959717,0.1223713681101799,0.08706191927194595,0.12079039961099625,0.3104393184185028,0.0
128.0,0.05213043838739395,0.0,0.22512955963611603,0.17144924402236938,0.06151064485311508,0.11273547261953354,0.3770446479320526,0.0
129.0,0.113402359187603,0.0,0.24333852529525757,0.2402392476797104,0.08506663888692856,0.10902853310108185,0.20892469584941864,0.0
130.0,0.11583539098501205,0.0,0.23701058328151703,0.10813531279563904,0.03275945037603378,0.10530932992696762,0.4009498953819275,0.0
131.0,0.18128032982349396,0.0,0.260479211807251,0.06928940862417221,0.10995418578386307,0.11813605576753616,0.2608608901500702,0.0
132.0,0.06886793673038483,0.0,0.42385026812553406,0.17621447145938873,0.12659086287021637,0.1024676188826561,0.10200883448123932,0.0
133.0,0.18627354502677917,0.0,0.48177772760391235,0.028043683618307114,0.03091505356132984,0.09887193888425827,0.1741180717945099,0.0
134.0,0.06261204928159714,0.0,0.2083841860294342,0.16772805154323578,0.08970193564891815,0.14757926762104034,0.32399454712867737,0.0
135.0,0.0815630629658699,0.0,0.27054882049560547,0.18639661371707916,0.07468570023775101,0.14931651949882507,0.237489253282547,0.0
136.0,0.07305755466222763,0.0,0.28983303904533386,0.10627390444278717,0.11506868153810501,0.06563972681760788,0.35012713074684143,0.0
137.0,0.09625691920518875,0.0,0.2839515805244446,0.09592783451080322,0.12386401742696762,0.1106991097331047,0.2893005311489105,0.0
138.0,0.06838425993919373,0.0,0.35744139552116394,0.07958998531103134,0.19721269607543945,0.19454367458820343,0.10282794386148453,0.0
139.0,0.08495332300662994,0.0,0.24891802668571472,0.36674559116363525,0.1837342232465744,0.02591906301677227,0.08972976356744766,0.0
140.0,0.1206856369972229,0.0,0.12473787367343903,0.2744576930999756,0.18201522529125214,0.17493097484111786,0.12317264080047607,0.0
141.0,0.09474070370197296,0.0,0.22603799402713776,0.24748088419437408,0.05763037130236626,0.06319820880889893,0.31091180443763733,0.0
142.0,0.08746254444122314,0.0,0.39123430848121643,0.197546124458313,0.18157610297203064,0.09946650266647339,0.04271440953016281,0.0
143.0,0.07886654138565063,0.0,0.34048688411712646,0.07263437658548355,0.1247514933347702,0.09694893658161163,0.2863118052482605,0.0
144.0,0.07093775272369385,0.0,0.3915642499923706,0.19876880943775177,0.03456363081932068,0.08537507057189941,0.21879048645496368,0.0
145.0,0.09043566137552261,0.0,0.23282165825366974,0.11045492440462112,0.07028388977050781,0.23524343967437744,0.26076045632362366,0.0
146.0,0.10305719822645187,0.0,0.13600169122219086,0.3645728826522827,0.2240174114704132,0.1024874597787857,0.06986336410045624,0.0
147.0,0.1115603893995285,0.0,0.31319135427474976,0.21989166736602783,0.11699178069829941,0.06797738373279572,0.170387402176857,0.0
148.0,0.08647377043962479,0.0,0.47136029601097107,0.16350694000720978,0.06637450307607651,0.12642450630664825,0.08586005121469498,0.0
149.0,0.15330807864665985,0.0,0.3368908166885376,0.14567263424396515,0.08212607353925705,0.09550325572490692,0.18649911880493164,0.0
150.0,0.07357219606637955,0.0,0.1302960366010666,0.4448219835758209,0.1435309797525406,0.17038966715335846,0.03738906607031822,0.0
151.0,0.14247599244117737,0.0,0.1414463371038437,0.3982385993003845,0.10420005768537521,0.07063578814268112,0.14300324022769928,0.0
152.0,0.09421176463365555,0.0,0.3055071234703064,0.12168402969837189,0.19857025146484375,0.06709401309490204,0.21293281018733978,0.0
153.0,0.17356222867965698,0.0,0.3268336355686188,0.20906676352024078,0.1495913565158844,0.09055744111537933,0.05038859695196152,0.0
154.0,0.07913155108690262,0.0,0.14482350647449493,0.227385476231575,0.3585752546787262,0.09613212198019028,0.09395208954811096,0.0
155.0,0.07303006201982498,0.0,0.35298582911491394,0.2630338668823242,0.11669532209634781,0.11451797932386398,0.07973700016736984,0.0
156.0,0.09273054450750351,0.0,0.10189980268478394,0.2155972123146057,0.10673152655363083,0.1927453875541687,0.29029548168182373,0.0
157.0,0.1762281060218811,0.0,0.20302829146385193,0.1537882536649704,0.08626724034547806,0.1645307093858719,0.21615736186504364,0.0
158.0,0.1425485908985138,0.0,0.10110544413328171,0.17891401052474976,0.20588454604148865,0.15920528769493103,0.21234209835529327,0.0
159.0,0.07932016253471375,0.0,0.09920793771743774,0.11499511450529099,0.1645287275314331,0.24714599549770355,0.2948020100593567,0.0
160.0,0.038013651967048645,0.0,0.37195393443107605,0.22416754066944122,0.1599191129207611,0.11065028607845306,0.09529546648263931,0.0
161.0,0.06517473608255386,0.0,0.14667446911334991,0.17738699913024902,0.34751754999160767,0.07637307047843933,0.186873197555542,0.0
162.0,0.10251747816801071,0.0,0.16198740899562836,0.1372002363204956,0.270585834980011,0.20137952268123627,0.12632954120635986,0.0
163.0,0.17690718173980713,0.0,0.34872594475746155,0.1728956699371338,0.10001606494188309,0.11558091640472412,0.08587418496608734,0.0
164.0,0.15847119688987732,0.0,0.2631814181804657,0.07192786782979965,0.27175626158714294,0.08695227652788162,0.14771094918251038,0.0
165.0,0.09005428105592728,0.0,0.11750295013189316,0.13163864612579346,0.09754236787557602,0.33911460638046265,0.22414720058441162,0.0
166.0,0.15466037392616272,0.0,0.08708669990301132,0.23271717131137848,0.18564432859420776,0.17839716374874115,0.16149428486824036,0.0
167.0,0.32184359431266785,0.0,0.17873936891555786,0.17544025182724,0.1096077486872673,0.12166538089513779,0.09270361810922623,0.0
168.0,0.09499845653772354,0.0,0.19470730423927307,0.17234043776988983,0.07498101890087128,0.39128363132476807,0.07168909162282944,0.0
169.0,0.11554167419672012,0.0,0.18737781047821045,0.1261407434940338,0.29674002528190613,0.2254152148962021,0.04878455027937889,0.0
170.0,0.1125248596072197,0.0,0.5220776796340942,0.034289922565221786,0.09646335244178772,0.07648912817239761,0.15815506875514984,0.0
171.0,0.36403560638427734,0.0,0.13607898354530334,0.09678538888692856,0.08279800415039062,0.09857046604156494,0.22173148393630981,0.0
172.0,0.09468484669923782,0.0,0.12917985022068024,0.022098606452345848,0.07269865274429321,0.6348170042037964,0.04652102664113045,0.0
173.0,0.03089052252471447,0.0,0.7808306813240051,0.03218899294734001,0.037427980452775955,0.057450711727142334,0.06121106073260307,0.0
174.0,0.1421918123960495,0.0,0.2884056866168976,0.03789990022778511,0.22033348679542542,0.2549037039279938,0.05626538395881653,0.0
175.0,0.24522647261619568,0.0,0.30496665835380554,0.12157200276851654,0.05865618214011192,0.24045315384864807,0.02912556752562523,0.0
176.0,0.11474007368087769,0.0,0.34973976016044617,0.08365394175052643,0.21057146787643433,0.08660127967596054,0.15469343960285187,0.0
177.0,0.3013881742954254,0.0,0.30372488498687744,0.11897961795330048,0.11089401692152023,0.058490101248025894,0.10652323067188263,0.0
178.0,0.10615697503089905,0.0,0.17595209181308746,0.09664985537528992,0.1500227153301239,0.4536837041378021,0.01753469929099083,0.0
179.0,0.3993377983570099,0.0,0.2082575410604477,0.0939989760518074,0.045245010405778885,0.13814696669578552,0.11501369625329971,0.0
180.0,0.2375507652759552,0.0,0.22558464109897614,0.08083980530500412,0.07672887295484543,0.3465014100074768,0.03279450163245201,0.0
181.0,0.19190382957458496,0.0,0.16813674569129944,0.06499423831701279,0.21060849726200104,0.2641856372356415,0.1001710519194603,0.0
182.0,0.2286762297153473,0.0,0.1555260717868805,0.0625852420926094,0.05756432190537453,0.37787187099456787,0.11777626723051071,0.0
183.0,0.15107324719429016,0.0,0.29811474680900574,0.051205962896347046,0.1268894076347351,0.24821531772613525,0.1245013102889061,0.0
184.0,0.5747312307357788,0.0,0.07065001130104065,0.10402373969554901,0.07938119769096375,0.07464096695184708,0.09657282382249832,0.0
185.0,0.31582456827163696,0.0,0.07420896738767624,0.06601089984178543,0.10677413642406464,0.40143057703971863,0.035750772804021835,0.0
186.0,0.1729254275560379,0.0,0.16175594925880432,0.022179875522851944,0.1134209856390953,0.4013465642929077,0.1283711940050125,0.0
187.0,0.17163462936878204,0.0,0.4712594151496887,0.02200239524245262,0.11615493893623352,0.10182520002126694,0.11712340265512466,0.0
188.0,0.10780256986618042,0.0,0.3061193525791168,0.19223125278949738,0.11931747198104858,0.14856217801570892,0.12596715986728668,0.0
189.0,0.30385488271713257,0.0,0.13477259874343872,0.07372766733169556,0.2377246767282486,0.1381838321685791,0.11173629015684128,0.0
190.0,0.10646646469831467,0.0,0.4182003140449524,0.08634299039840698,0.14519964158535004,0.16777291893959045,0.07601761072874069,0.0
191.0,0.08638941496610641,0.0,0.2095317244529724,0.09962233901023865,0.0846637561917305,0.41868749260902405,0.10110532492399216,0.0
192.0,0.11245017498731613,0.0,0.21765290200710297,0.14880995452404022,0.10838305950164795,0.3299809396266937,0.08272294700145721,0.0
193.0,0.13574539124965668,0.0,0.3116137683391571,0.10347489267587662,0.204213947057724,0.14665599167346954,0.09829601645469666,0.0
194.0,0.04710135608911514,0.0,0.11466409265995026,0.2262997031211853,0.21003900468349457,0.38355502486228943,0.01834080182015896,0.0
195.0,0.026837198063731194,0.0,0.31987184286117554,0.16869014501571655,0.07559537887573242,0.36703744530677795,0.0419679693877697,0.0
196.0,0.10718455910682678,0.0,0.1818673014640808,0.09432301670312881,0.18025507032871246,0.36364084482192993,0.07272922247648239,0.0
197.0,0.10523082315921783,0.0,0.25000137090682983,0.1161721721291542,0.2075105905532837,0.2517567574977875,0.06932831555604935,0.0
198.0,0.19843706488609314,0.0,0.08525721728801727,0.2168377935886383,0.1719437539577484,0.257047176361084,0.07047703117132187,0.0
199.0,0.07805594056844711,0.0,0.4158680737018585,0.10142207145690918,0.09165840595960617,0.2781393826007843,0.03485614433884621,0.0
200.0,0.06567589938640594,0.0,0.18106628954410553,0.22360536456108093,0.0605052225291729,0.3418765366077423,0.12727071344852448,0.0
201.0,0.050111208111047745,0.0,0.14855356514453888,0.12779386341571808,0.19239765405654907,0.42199257016181946,0.05915116146206856,0.0
202.0,0.05902889743447304,0.0,0.06943497061729431,0.09839164465665817,0.4513813257217407,0.17734304070472717,0.14442013204097748,0.0
203.0,0.058103013783693314,0.0,0.18631842732429504,0.04693260043859482,0.5035611391067505,0.10602130740880966,0.09906359016895294,0.0
204.0,0.08672116696834564,0.0,0.42068618535995483,0.11737211793661118,0.09950337558984756,0.21397630870342255,0.06174084171652794,0.0
205.0,0.21925486624240875,0.0,0.24673061072826385,0.12426304072141647,0.05250908061861992,0.08503493666648865,0.2722073793411255,0.0
206.0,0.13260360062122345,0.0,0.32578620314598083,0.12667444348335266,0.1572403758764267,0.20978809893131256,0.04790721833705902,0.0
207.0,0.10773223638534546,0.0,0.2982821464538574,0.127632275223732,0.20836253464221954,0.1470995992422104,0.11089116334915161,0.0
208.0,0.12967316806316376,0.0,0.08053141087293625,0.22946742177009583,0.15367624163627625,0.1080804392695427,0.2985713481903076,0.0
209.0,0.19034847617149353,0.0,0.3098430633544922,0.16432154178619385,0.1309954822063446,0.10780953615903854,0.09668184816837311,0.0
210.0,0.0705827847123146,0.0,0.4150350093841553,0.10693494230508804,0.21291212737560272,0.15301671624183655,0.041518453508615494,0.0
211.0,0.09793594479560852,0.0,0.37143293023109436,0.27396392822265625,0.1464708149433136,0.054339516907930374,0.05585695058107376,0.0
212.0,0.06064912676811218,0.0,0.5163201689720154,0.06944335997104645,0.18846291303634644,0.12285061180591583,0.04227390140295029,0.0
213.0,0.21240957081317902,0.0,0.1501457840204239,0.12954303622245789,0.21606306731700897,0.09097190946340561,0.2008666694164276,0.0
214.0,0.09417841583490372,0.0,0.21524842083454132,0.11232488602399826,0.22014708817005157,0.10657896101474762,0.2515221834182739,0.0
215.0,0.14367011189460754,0.0,0.24098829925060272,0.2505103051662445,0.2064419686794281,0.10547994077205658,0.05290937423706055,0.0
216.0,0.30099329352378845,0.0,0.11094305664300919,0.25504255294799805,0.16983403265476227,0.13069038093090057,0.032496675848960876,0.0
217.0,0.08603838831186295,0.0,0.3198671340942383,0.28608718514442444,0.0932844802737236,0.0592895969748497,0.15543322265148163,0.0
218.0,0.10949157178401947,0.0,0.2151603102684021,0.13218644261360168,0.24735127389431,0.16753213107585907,0.1282782405614853,0.0
219.0,0.04021906480193138,0.0,0.11555606126785278,0.5900368094444275,0.10807488113641739,0.1252768635749817,0.020836241543293,0.0
220.0,0.24276886880397797,0.0,0.12277723103761673,0.17410334944725037,0.30874940752983093,0.09891210496425629,0.05268901586532593,0.0
221.0,0.17338010668754578,0.0,0.27186888456344604,0.09218039363622665,0.24064505100250244,0.1294701099395752,0.0924554318189621,0.0
222.0,0.07978422939777374,0.0,0.12398259341716766,0.1912786066532135,0.22909964621067047,0.22646670043468475,0.14938822388648987,0.0
223.0,0.0564199835062027,0.0,0.13140706717967987,0.22035101056098938,0.11655598133802414,0.2970425486564636,0.17822344601154327,0.0
224.0,0.34810778498649597,0.0,0.10763527452945709,0.04977427050471306,0.3727812170982361,0.03880662843585014,0.0828947126865387,0.0
225.0,0.0952700823545456,0.0,0.19302523136138916,0.2198258936405182,0.11368532478809357,0.3065086901187897,0.07168472558259964,0.0
226.0,0.06601355224847794,0.0,0.19458812475204468,0.3490521311759949,0.1939658224582672,0.13118863105773926,0.06519181281328201,0.0
227.0,0.12541426718235016,0.0,0.15850375592708588,0.21758557856082916,0.21315735578536987,0.09124879539012909,0.19409020245075226,0.0
228.0,0.07306815683841705,0.0,0.20362459123134613,0.3128218352794647,0.11143326759338379,0.05605184659361839,0.24300029873847961,0.0
229.0,0.1300731897354126,0.0,0.12445610016584396,0.12192422896623611,0.23921534419059753,0.24017958343029022,0.14415153861045837,0.0
230.0,0.16428589820861816,0.0,0.23323535919189453,0.2280610203742981,0.08114724606275558,0.16107292473316193,0.1321975737810135,0.0
231.0,0.09539929032325745,0.0,0.06711069494485855,0.3744910657405853,0.19845183193683624,0.10528674721717834,0.1592603325843811,0.0
232.0,0.04705128073692322,0.0,0.3043377101421356,0.18209366500377655,0.11697489023208618,0.1246873065829277,0.22485508024692535,0.0
233.0,0.10868560522794724,0.0,0.18687739968299866,0.11923792213201523,0.14786449074745178,0.2713342607021332,0.16600026190280914,0.0
234.0,0.0711202323436737,0.0,0.1496230959892273,0.2853800058364868,0.12339618057012558,0.15858018398284912,0.2119002640247345,0.0
235.0,0.12969474494457245,0.0,0.240020751953125,0.10933279246091843,0.09062988311052322,0.22375813126564026,0.20656375586986542,0.0
236.0,0.05500495433807373,0.0,0.36909207701683044,0.1380675584077835,0.1798412948846817,0.10726474225521088,0.15072938799858093,0.0
237.0,0.021861832588911057,0.0,0.14718659222126007,0.4571041464805603,0.07858430594205856,0.07785847038030624,0.21740470826625824,0.0
238.0,0.11280594021081924,0.0,0.09695131331682205,0.255454421043396,0.18122288584709167,0.1904011368751526,0.16316436231136322,0.0
239.0,0.1697515994310379,0.0,0.12246311455965042,0.05554135516285896,0.09104839712381363,0.254020094871521,0.3071754276752472,0.0
240.0,0.24098621308803558,0.0,0.13221479952335358,0.08696456253528595,0.06300922483205795,0.25521427392959595,0.221610888838768,0.0
241.0,0.1469402313232422,0.0,0.22124797105789185,0.13683529198169708,0.137989342212677,0.09510461986064911,0.2618824541568756,0.0
242.0,0.11539865285158157,0.0,0.16376319527626038,0.1343252956867218,0.2954636514186859,0.16829276084899902,0.12275642901659012,0.0
243.0,0.09942559897899628,0.0,0.17484094202518463,0.14021795988082886,0.13516777753829956,0.2978326082229614,0.15251509845256805,0.0
244.0,0.12811848521232605,0.0,0.09806245565414429,0.17592103779315948,0.3118048906326294,0.12580826878547668,0.1602848917245865,0.0
245.0,0.1614745408296585,0.0,0.24046139419078827,0.10301516950130463,0.08147787302732468,0.1556912362575531,0.25787976384162903,0.0
246.0,0.12253139913082123,0.0,0.11316803097724915,0.12065491825342178,0.12149103730916977,0.22894257307052612,0.29321208596229553,0.0
247.0,0.09974434971809387,0.0,0.14649075269699097,0.1923314929008484,0.20169246196746826,0.1859835833311081,0.17375732958316803,0.0
248.0,0.08388707041740417,0.0,0.2102857083082199,0.10473733395338058,0.08953174948692322,0.3005671203136444,0.2109910547733307,0.0
249.0,0.17257538437843323,0.0,0.411948025226593,0.10167600959539413,0.05027930065989494,0.14795853197574615,0.11556269973516464,0.0
250.0,0.09625110775232315,0.0,0.1173049584031105,0.21279577910900116,0.07221560925245285,0.22759400308132172,0.2738385796546936,0.0
251.0,0.1648021936416626,0.0,0.20555409789085388,0.09881442785263062,0.18074582517147064,0.09512130916118622,0.25496217608451843,0.0
252.0,0.20751319825649261,0.0,0.33581259846687317,0.16046081483364105,0.07101418823003769,0.09115443378686905,0.13404475152492523,0.0
253.0,0.13509152829647064,0.0,0.3069283366203308,0.09919370710849762,0.09675613045692444,0.17362432181835175,0.18840594589710236,0.0
254.0,0.11889585107564926,0.0,0.07570008933544159,0.06616336852312088,0.04081561788916588,0.6099491715431213,0.08847589790821075,0.0
255.0,0.06507071107625961,0.0,0.15564703941345215,0.01866939291357994,0.04757404699921608,0.5223387479782104,0.19070003926753998,0.0
256.0,0.07963113486766815,0.0,0.33455175161361694,0.04501228779554367,0.041245318949222565,0.28049537539482117,0.2190641462802887,0.0
257.0,0.29990512132644653,0.0,0.2574416399002075,0.07445935904979706,0.07637602090835571,0.19708915054798126,0.09472864866256714,0.0
258.0,0.1766628623008728,0.0,0.17508944869041443,0.22891725599765778,0.049447208642959595,0.2424350529909134,0.1274481564760208,0.0
259.0,0.1687634438276291,0.0,0.4035113453865051,0.09327241778373718,0.05484263226389885,0.18024685978889465,0.0993632897734642,0.0
260.0,0.1536356508731842,0.0,0.1682519018650055,0.12978096306324005,0.08585286140441895,0.3861437737941742,0.0763348639011383,0.0
261.0,0.24522776901721954,0.0,0.09814359992742538,0.1940176635980606,0.03797702118754387,0.2531117796897888,0.1715221405029297,0.0
262.0,0.2891489863395691,0.0,0.1281767636537552,0.06561633944511414,0.08392484486103058,0.3618584871292114,0.0712745189666748,0.0
263.0,0.16651096940040588,0.0,0.35606130957603455,0.22626498341560364,0.06841111183166504,0.10764046013355255,0.07511112093925476,0.0
264.0,0.20710554718971252,0.0,0.13726283609867096,0.3033820688724518,0.04718814045190811,0.22471684217453003,0.0803445354104042,0.0
265.0,0.07997617870569229,0.0,0.26717400550842285,0.11209948360919952,0.08660855144262314,0.3927523195743561,0.06138945370912552,0.0
